scenario	inference_runtime	inference_idealized_runtime	inference_runtime_discrepancy	num_tokens_in_prompt	num_tokens	num_output_tokens	exact_match	y=x
wikifact:k=5,subject=P2175,model=ai21_j1-large	0.3853026315	0.09042105263	0.2948815788	64.36842105	3.684210526	3.684210526		0.3853026315
wikifact:k=5,subject=P780,model=openai_davinci	0.5808393262	0.3480145455	0.2328247807	69.00363636	4.123636364	4.123636364		0.5808393262
wikifact:k=5,subject=P780,model=openai_curie	0.1949961081	0.12104	0.07395610814	69.00363636	4.956363636	4.956363636		0.1949961081
wikifact:k=5,subject=P780,model=openai_text-davinci-002	0.6382145439	0.3324036364	0.3058109076	69.00363636	3.927272727	3.927272727		0.6382145439
wikifact:k=5,subject=P780,model=openai_text-davinci-001	0.2436425356	0.1789454545	0.0646970811	69.00363636	1.301818182	1.301818182		0.2436425356
wikifact:k=5,subject=P780,model=openai_text-curie-001	0.2077896179	0.09337454545	0.1144150724	69.00363636	3.24	3.24		0.2077896179
wikifact:k=5,subject=P780,model=ai21_j1-jumbo	0.6062424981	0.2270654545	0.3791770435	53.62181818	3.407272727	3.407272727		0.6062424981
wikifact:k=5,subject=P780,model=ai21_j1-grande	1.336584717			53.62181818	3.403636364	3.403636364		1.336584717
wikifact:k=5,subject=P780,model=ai21_j1-large	0.4038764772	0.08089454545	0.3229819317	53.62181818	3.287272727	3.287272727		0.4038764772
math:subject=number_theory,level=1,model=openai_davinci	0.6900450468	0.1832	0.5068450468	371.0666667	1.466666667	1.466666667		0.6900450468
math:subject=number_theory,level=1,model=openai_curie	0.1999775648	0.0554	0.1445775648	371.0666667	1.766666667	1.766666667		0.1999775648
math:subject=number_theory,level=1,model=openai_text-davinci-002	0.6266073068	0.1454	0.4812073068	371.0666667	1	1		0.6266073068
math:subject=number_theory,level=1,model=openai_text-davinci-001	0.2311707338	0.1886	0.04257073377	371.0666667	1.533333333	1.533333333		0.2311707338
math:subject=number_theory,level=1,model=openai_text-curie-001	0.2126720508	0.0674	0.1452720508	371.0666667	2.266666667	2.266666667		0.2126720508
math:subject=number_theory,level=1,model=ai21_j1-jumbo	0.6224114577	0.2171	0.4053114577	321.4333333	2.266666667	2.266666667		0.6224114577
math:subject=number_theory,level=1,model=ai21_j1-grande	1.527528612			321.4333333	3.066666667	3.066666667		1.527528612
math:subject=number_theory,level=1,model=ai21_j1-large	0.3947339217	0.06126666667	0.333467255	321.4333333	2.1	2.1		0.3947339217
math:subject=intermediate_algebra,level=1,model=openai_davinci	0.7425098282	0.3897307692	0.3527790589	418.9423077	3.75	3.75		0.7425098282
math:subject=intermediate_algebra,level=1,model=openai_curie	0.2319390636	0.1203846154	0.1115544482	418.9423077	4.211538462	4.211538462		0.2319390636
math:subject=intermediate_algebra,level=1,model=openai_text-davinci-002	0.7104522907	0.3835	0.3269522907	418.9423077	3.673076923	3.673076923		0.7104522907
math:subject=intermediate_algebra,level=1,model=openai_text-davinci-001	0.2425791346	0.3788269231	-0.1362477885	418.9423077	3.615384615	3.615384615		0.2425791346
math:subject=intermediate_algebra,level=1,model=openai_text-curie-001	0.2206719105	0.1199230769	0.1007488336	418.9423077	4.192307692	4.192307692		0.2206719105
math:subject=intermediate_algebra,level=1,model=ai21_j1-jumbo	0.6422040738	0.4671730769	0.1750309968	377.1538462	5.961538462	5.961538462		0.6422040738
math:subject=intermediate_algebra,level=1,model=ai21_j1-grande	1.588635128			377.1538462	7	7		1.588635128
math:subject=intermediate_algebra,level=1,model=ai21_j1-large	0.5139656204	0.1493846154	0.3645810051	377.1538462	5.596153846	5.596153846		0.5139656204
math:subject=algebra,level=1,model=openai_davinci	0.704015451	0.2518444444	0.4521710066	373.5555556	2.281481481	2.281481481		0.704015451
math:subject=algebra,level=1,model=openai_curie	0.1892308094	0.07173333333	0.1174974761	373.5555556	2.414814815	2.414814815		0.1892308094
math:subject=algebra,level=1,model=openai_text-davinci-002	0.6640667244	0.2242444444	0.43982228	373.5555556	1.940740741	1.940740741		0.6640667244
math:subject=algebra,level=1,model=openai_text-davinci-001	0.2331457209	0.2044444444	0.02870127643	373.5555556	1.696296296	1.696296296		0.2331457209
math:subject=algebra,level=1,model=openai_text-curie-001	0.2016291883	0.06373333333	0.137895855	373.5555556	2.081481481	2.081481481		0.2016291883
math:subject=algebra,level=1,model=ai21_j1-jumbo	0.5455849471	0.2990148148	0.2465701323	324.2074074	3.525925926	3.525925926		0.5455849471
math:subject=algebra,level=1,model=ai21_j1-grande	1.644559113			324.2074074	4.37037037	4.37037037		1.644559113
math:subject=algebra,level=1,model=ai21_j1-large	0.4085677182	0.1120444444	0.2965232738	324.2074074	4.2	4.2		0.4085677182
math:subject=prealgebra,level=1,model=openai_davinci	0.6605802691	0.2192790698	0.4413011994	383.5232558	1.825581395	1.825581395		0.6605802691
math:subject=prealgebra,level=1,model=openai_curie	0.1826481015	0.05747674419	0.1251713573	383.5232558	1.779069767	1.779069767		0.1826481015
math:subject=prealgebra,level=1,model=openai_text-davinci-002	0.653315558	0.2428255814	0.4104899766	383.5232558	2.11627907	2.11627907		0.653315558
math:subject=prealgebra,level=1,model=openai_text-davinci-001	0.2321859654	0.227755814	0.004430151407	383.5232558	1.930232558	1.930232558		0.2321859654
math:subject=prealgebra,level=1,model=openai_text-curie-001	0.2029859964	0.07198837209	0.1309976243	383.5232558	2.38372093	2.38372093		0.2029859964
math:subject=prealgebra,level=1,model=ai21_j1-jumbo	0.5915740229	0.3355348837	0.2560391392	338.3488372	4.058139535	4.058139535		0.5915740229
math:subject=prealgebra,level=1,model=ai21_j1-grande	1.982752221			338.3488372	4.918604651	4.918604651		1.982752221
math:subject=prealgebra,level=1,model=ai21_j1-large	0.4380481908	0.1281046512	0.3099435397	338.3488372	4.825581395	4.825581395		0.4380481908
math:subject=geometry,level=1,model=openai_davinci	0.7325846396	0.3235789474	0.4090056922	467.1052632	2.710526316	2.710526316		0.7325846396
math:subject=geometry,level=1,model=openai_curie	0.2249038847	0.1009736842	0.1239302005	467.1052632	3.263157895	3.263157895		0.2249038847
math:subject=geometry,level=1,model=openai_text-davinci-002	0.6481209429	0.2404473684	0.4076735744	467.1052632	1.684210526	1.684210526		0.6481209429
math:subject=geometry,level=1,model=openai_text-davinci-001	0.2496772377	0.3278421053	-0.07816486755	467.1052632	2.763157895	2.763157895		0.2496772377
math:subject=geometry,level=1,model=openai_text-curie-001	0.2192404709	0.08455263158	0.1346878394	467.1052632	2.578947368	2.578947368		0.2192404709
math:subject=geometry,level=1,model=ai21_j1-jumbo	0.6046262227	0.3464210526	0.25820517	437.4210526	3.842105263	3.842105263		0.6046262227
math:subject=geometry,level=1,model=ai21_j1-grande	1.625747919			437.4210526	4.631578947	4.631578947		1.625747919
math:subject=geometry,level=1,model=ai21_j1-large	0.4443514661	0.099	0.3453514661	437.4210526	3.289473684	3.289473684		0.4443514661
math:subject=counting_and_probability,level=1,model=openai_davinci	0.6775707343	0.1856153846	0.4919553497	390.0769231	1.358974359	1.358974359		0.6775707343
math:subject=counting_and_probability,level=1,model=openai_curie	0.1862488527	0.04746153846	0.1387873142	390.0769231	1.307692308	1.307692308		0.1862488527
math:subject=counting_and_probability,level=1,model=openai_text-davinci-002	0.6569176821	0.2188461538	0.4380715282	390.0769231	1.769230769	1.769230769		0.6569176821
math:subject=counting_and_probability,level=1,model=openai_text-davinci-001	0.2304286773	0.2354615385	-0.005032861123	390.0769231	1.974358974	1.974358974		0.2304286773
math:subject=counting_and_probability,level=1,model=openai_text-curie-001	0.1994498754	0.053	0.1464498754	390.0769231	1.538461538	1.538461538		0.1994498754
math:subject=counting_and_probability,level=1,model=ai21_j1-jumbo	0.6366388737	0.2924358974	0.3442029762	341.7948718	3.358974359	3.358974359		0.6366388737
math:subject=counting_and_probability,level=1,model=ai21_j1-grande	1.462647047			341.7948718	5.564102564	5.564102564		1.462647047
math:subject=counting_and_probability,level=1,model=ai21_j1-large	0.436074049	0.09625641026	0.3398176388	341.7948718	3.487179487	3.487179487		0.436074049
math:subject=precalculus,level=1,model=openai_davinci	0.7719546117	0.4037017544	0.3682528573	398.877193	4.01754386	4.01754386		0.7719546117
math:subject=precalculus,level=1,model=openai_curie	0.2043288298	0.1188596491	0.08546918066	398.877193	4.263157895	4.263157895		0.2043288298
math:subject=precalculus,level=1,model=openai_text-davinci-002	0.7790991298	0.4491754386	0.3299236912	398.877193	4.578947368	4.578947368		0.7790991298
math:subject=precalculus,level=1,model=openai_text-davinci-001	0.2715439671	0.594122807	-0.3225788399	398.877193	6.368421053	6.368421053		0.2715439671
math:subject=precalculus,level=1,model=openai_text-curie-001	0.2166347964	0.1340175439	0.08261725252	398.877193	4.824561404	4.824561404		0.2166347964
math:subject=precalculus,level=1,model=ai21_j1-jumbo	0.6604287164	0.4621929825	0.198235734	353.5964912	5.964912281	5.964912281		0.6604287164
math:subject=precalculus,level=1,model=ai21_j1-grande	1.393956201			353.5964912	8.824561404	8.824561404		1.393956201
math:subject=precalculus,level=1,model=ai21_j1-large	0.5004420155	0.1996491228	0.3007928927	353.5964912	7.754385965	7.754385965		0.5004420155
math:subject=number_theory,level=5,model=openai_davinci	0.6887183607	0.2343506494	0.4543677114	399.1363636	1.863636364	1.863636364		0.6887183607
math:subject=number_theory,level=5,model=openai_curie	0.1863198172	0.07365584416	0.112663973	399.1363636	2.298701299	2.298701299		0.1863198172
math:subject=number_theory,level=5,model=openai_text-davinci-002	0.6172990273	0.2212012987	0.3960977286	399.1363636	1.701298701	1.701298701		0.6172990273
math:subject=number_theory,level=5,model=openai_text-davinci-001	0.2354749162	0.228038961	0.007435955209	399.1363636	1.785714286	1.785714286		0.2354749162
math:subject=number_theory,level=5,model=openai_text-curie-001	0.1988422546	0.06633116883	0.1325110857	399.1363636	1.993506494	1.993506494		0.1988422546
math:subject=number_theory,level=5,model=ai21_j1-jumbo	0.5260195422	0.2654090909	0.2606104513	343.7792208	2.954545455	2.954545455		0.5260195422
math:subject=number_theory,level=5,model=ai21_j1-grande	1.402574699			343.7792208	3.376623377	3.376623377		1.402574699
math:subject=number_theory,level=5,model=ai21_j1-large	0.4276889207	0.08622077922	0.3414681414	343.7792208	3.077922078	3.077922078		0.4276889207
math:subject=intermediate_algebra,level=5,model=openai_davinci	0.7925216326	0.4518035714	0.3407180611	435.825	4.375	4.375		0.7925216326
math:subject=intermediate_algebra,level=5,model=openai_curie	0.2218054593	0.1767678571	0.04503760212	435.825	6.428571429	6.428571429		0.2218054593
math:subject=intermediate_algebra,level=5,model=openai_text-davinci-002	0.7073069462	0.3951035714	0.3122033747	435.825	3.675	3.675		0.7073069462
math:subject=intermediate_algebra,level=5,model=openai_text-davinci-001	0.2583633278	0.3977071429	-0.139343815	435.825	3.707142857	3.707142857		0.2583633278
math:subject=intermediate_algebra,level=5,model=openai_text-curie-001	0.2228588624	0.135625	0.08723386237	435.825	4.7	4.7		0.2228588624
math:subject=intermediate_algebra,level=5,model=ai21_j1-jumbo	0.7272905878	0.4854714286	0.2418191592	380.6571429	6.275	6.275		0.7272905878
math:subject=intermediate_algebra,level=5,model=ai21_j1-grande	1.453220826			380.6571429	8.067857143	8.067857143		1.453220826
math:subject=intermediate_algebra,level=5,model=ai21_j1-large	0.4905624952	0.1939964286	0.2965660666	380.6571429	7.442857143	7.442857143		0.4905624952
math:subject=algebra,level=5,model=openai_davinci	0.7349410486	0.3672533333	0.3676877153	416.18	3.42	3.42		0.7349410486
math:subject=algebra,level=5,model=openai_curie	0.2061989061	0.11962	0.0865789061	416.18	4.13	4.13		0.2061989061
math:subject=algebra,level=5,model=openai_text-davinci-002	0.684080077	0.3521333333	0.3319467437	416.18	3.233333333	3.233333333		0.684080077
math:subject=algebra,level=5,model=openai_text-davinci-001	0.2502514132	0.3524033333	-0.1021519201	416.18	3.233333333	3.233333333		0.2502514132
math:subject=algebra,level=5,model=openai_text-curie-001	0.2119398046	0.0961	0.1158398046	416.18	3.15	3.15		0.2119398046
math:subject=algebra,level=5,model=ai21_j1-jumbo	0.626206878	0.3635633333	0.2626435447	361.5433333	4.426666667	4.426666667		0.626206878
math:subject=algebra,level=5,model=ai21_j1-grande	1.258636762			361.5433333	5.926666667	5.926666667		1.258636762
math:subject=algebra,level=5,model=ai21_j1-large	0.4369256353	0.12969	0.3072356353	361.5433333	4.84	4.84		0.4369256353
math:subject=prealgebra,level=5,model=openai_davinci	0.7294354884	0.309626943	0.4198085453	446.8134715	2.637305699	2.637305699		0.7294354884
math:subject=prealgebra,level=5,model=openai_curie	0.2025181358	0.09197927461	0.1105388612	446.8134715	2.92746114	2.92746114		0.2025181358
math:subject=prealgebra,level=5,model=openai_text-davinci-002	0.6169587083	0.2626217617	0.3543369467	446.8134715	2.0569948186528	2.05699481865285			0.6169587083
math:subject=prealgebra,level=5,model=openai_text-davinci-001	0.2420168677	0.2869637306	-0.04494686292	446.8134715	2.352331606	2.352331606		0.2420168677
math:subject=prealgebra,level=5,model=openai_text-curie-001	0.2099633032	0.07456994819	0.135393355	446.8134715	2.202072539	2.202072539		0.2099633032
math:subject=prealgebra,level=5,model=ai21_j1-jumbo	0.5701753661	0.3224196891	0.247755677	398.0518135	3.611398964	3.611398964		0.5701753661
math:subject=prealgebra,level=5,model=ai21_j1-grande	1.449333709			398.0518135	4.725388601	4.725388601		1.449333709
math:subject=prealgebra,level=5,model=ai21_j1-large	0.450941685	0.1089274611	0.3420142238	398.0518135	3.834196891	3.834196891		0.450941685
math:subject=geometry,level=5,model=openai_davinci	0.7319311211	0.3415	0.3904311211	502.030303	2.765151515	2.765151515		0.7319311211
math:subject=geometry,level=5,model=openai_curie	0.2147165501	0.1285757576	0.0861407925	502.030303	4.212121212	4.212121212		0.2147165501
math:subject=geometry,level=5,model=openai_text-davinci-002	0.6769910997	0.3310681818	0.3459229178	502.030303	2.636363636	2.636363636		0.6769910997
math:subject=geometry,level=5,model=openai_text-davinci-001	0.2509210363	0.36175	-0.1108289637	502.030303	3.015151515	3.015151515		0.2509210363
math:subject=geometry,level=5,model=openai_text-curie-001	0.2155035409	0.09712121212	0.1183823288	502.030303	2.901515152	2.901515152		0.2155035409
math:subject=geometry,level=5,model=ai21_j1-jumbo	0.6294481881	0.4048712121	0.224576976	460.8787879	4.666666667	4.666666667		0.6294481881
math:subject=geometry,level=5,model=ai21_j1-grande	2.192015856			460.8787879	5.795454545	5.795454545		2.192015856
math:subject=geometry,level=5,model=ai21_j1-large	0.4885428855	0.1339469697	0.3545959158	460.8787879	4.681818182	4.681818182		0.4885428855
math:subject=counting_and_probability,level=5,model=openai_davinci	0.6781834645	0.2892357724	0.3889476921	428	2.422764228	2.422764228		0.6781834645
math:subject=counting_and_probability,level=5,model=openai_curie	0.1949567523	0.08282926829	0.1121274841	428	2.56097561	2.56097561		0.1949567523
math:subject=counting_and_probability,level=5,model=openai_text-davinci-002	0.6202649392	0.3386260163	0.2816389229	428	3.032520325	3.032520325		0.6202649392
math:subject=counting_and_probability,level=5,model=openai_text-davinci-001	0.238777087	0.3629918699	-0.1242147829	428	3.333333333	3.333333333		0.238777087
math:subject=counting_and_probability,level=5,model=openai_text-curie-001	0.2037098912	0.0843902439	0.1193196473	428	2.62601626	2.62601626		0.2037098912
math:subject=counting_and_probability,level=5,model=ai21_j1-jumbo	0.5380043751	0.2736947832	0.2643095919	376.0894309	2.943089431	2.943089431		0.5380043751
math:subject=counting_and_probability,level=5,model=ai21_j1-grande	1.443414554			376.0894309	4.902439024	4.902439024		1.443414554
math:subject=counting_and_probability,level=5,model=ai21_j1-large	0.4307601452	0.1034506944	0.3273094507	376.0894309	3.682926829	3.682926829		0.4307601452
math:subject=precalculus,level=5,model=openai_davinci	0.8811554838	0.6203185185	0.2608369653	451.1481481	6.42962963	6.42962963		0.8811554838
math:subject=precalculus,level=5,model=openai_curie	0.2268786801	0.2053777778	0.02150090235	451.1481481	7.607407407	7.607407407		0.2268786801
math:subject=precalculus,level=5,model=openai_text-davinci-002	0.7787241371	0.5909185185	0.1878056185	451.1481481	6.051851852	6.051851852		0.7787241371
math:subject=precalculus,level=5,model=openai_text-davinci-001	0.2838280872	0.7343185185	-0.4504904313	451.1481481	7.8296296296296	7.82962962962963			0.2838280872
math:subject=precalculus,level=5,model=openai_text-curie-001	0.2335506633	0.2012888889	0.03226177446	451.1481481	7.437037037	7.437037037		0.2335506633
math:subject=precalculus,level=5,model=ai21_j1-jumbo	0.7351598863	0.5811037037	0.1540561826	385.437037	7.748148148	7.748148148		0.7351598863
math:subject=precalculus,level=5,model=ai21_j1-grande	1.553695299			385.437037	9.155555556	9.155555556		1.553695299
math:subject=precalculus,level=5,model=ai21_j1-large	0.4904801952	0.2094814815	0.2809987137	385.437037	8.074074074	8.074074074		0.4904801952
numeracy:relation_type=linear,mode=function,model=openai_davinci	0.7523572739	0.2290333333	0.5233239406	507.4166667	1.506666667	1.506666667	0.3533333333	0.7523572739
numeracy:relation_type=linear,mode=function,model=openai_curie	0.2289153035	0.06034	0.1685753035	507.4166667	1.496666667	1.496666667	0.2966666667	0.2289153035
numeracy:relation_type=linear,mode=function,model=openai_text-davinci-002	0.7740550756	0.2276833333	0.5463717423	507.4166667	1.49	1.49	0.7066666667	0.7740550756
numeracy:relation_type=linear,mode=function,model=openai_text-davinci-001	0.270817221	0.2328133333	0.03800388767	507.4166667	1.553333333	1.553333333	0.4766666667	0.270817221
numeracy:relation_type=linear,mode=function,model=openai_text-curie-001	0.2399906723	0.06026	0.1797306723	507.4166667	1.493333333	1.493333333	0.3366666667	0.2399906723
numeracy:relation_type=linear,mode=function,model=ai21_j1-jumbo	0.6347166133	0.337	0.2977166133	608	3	3	0.3133333333	0.6347166133
numeracy:relation_type=linear,mode=function,model=ai21_j1-grande	1.885768633			608	3	3	0.29	1.885768633
numeracy:relation_type=linear,mode=function,model=ai21_j1-large	0.5063555654	0.103	0.4033555654	608	3	3	0.25	0.5063555654
numeracy:relation_type=plane,mode=function,model=openai_davinci	0.8226602348	0.30119	0.5214702348	752.6033333	1.513333333	1.513333333	0.21	0.8226602348
numeracy:relation_type=plane,mode=function,model=openai_curie	0.2522293774	0.08334	0.1688893774	752.6033333	1.61	1.61	0.1366666667	0.2522293774
numeracy:relation_type=plane,mode=function,model=openai_text-davinci-002	0.7940808209	0.30011	0.4939708209	752.6033333	1.5	1.5	0.3133333333	0.7940808209
numeracy:relation_type=plane,mode=function,model=openai_text-davinci-001	0.2902972396	0.30767	-0.01737276038	752.6033333	1.593333333	1.593333333	0.1333333333	0.2902972396
numeracy:relation_type=plane,mode=function,model=openai_text-curie-001	0.2557736643	0.0823	0.1734736643	752.6033333	1.566666667	1.566666667	0.1	0.2557736643
numeracy:relation_type=plane,mode=function,model=ai21_j1-jumbo	0.7854722333	0.428	0.3574722333	914	3	3	0.1266666667	0.7854722333
numeracy:relation_type=plane,mode=function,model=ai21_j1-grande	1.752924002			914	3	3	0.12	1.752924002
numeracy:relation_type=plane,mode=function,model=ai21_j1-large	0.6038339488	0.134	0.4698339488	914	3	3	0.06666666667	0.6038339488
numeracy:relation_type=parabola,mode=function,model=openai_davinci	0.7536291091	0.29093	0.4626991091	503.2733333	2.283333333	2.283333333	0.003333333333	0.7536291091
numeracy:relation_type=parabola,mode=function,model=openai_curie	0.2301244179	0.08122	0.1489044179	503.2733333	2.373333333	2.373333333	0	0.2301244179
numeracy:relation_type=parabola,mode=function,model=openai_text-davinci-002	1.114037612	0.2696	0.8444376123	503.2733333	2.02	2.02	0.07333333333	1.114037612
numeracy:relation_type=parabola,mode=function,model=openai_text-davinci-001	0.2846105377	0.26933	0.01528053769	503.2733333	2.016666667	2.016666667	0.01	0.2846105377
numeracy:relation_type=parabola,mode=function,model=openai_text-curie-001	0.2640603081	0.07418	0.1898803081	503.2733333	2.08	2.08	0.006666666667	0.2640603081
numeracy:relation_type=parabola,mode=function,model=ai21_j1-jumbo	0.7816718125	0.42196	0.3597118125	690.8233333	3.89	3.89	0	0.7816718125
numeracy:relation_type=parabola,mode=function,model=ai21_j1-grande	1.960180988			690.8233333	3.893333333	3.893333333	0.006666666667	1.960180988
numeracy:relation_type=parabola,mode=function,model=ai21_j1-large	0.5529170283	0.13468	0.4182370283	690.8233333	3.903333333	3.903333333	0.01333333333	0.5529170283
gsm:model=openai_davinci,num_train_trials=3	4.837093174	9.712866667	-4.875773493	355.15	119.12	119.12		4.837093174
gsm:model=openai_curie,num_train_trials=3	1.713703744	4.469246667	-2.755542923	355.15	185.68	185.68		1.713703744
gsm:model=openai_text-davinci-002,num_train_trials=3	2.254948456	3.060066667	-0.8051182104	355.15	36.98666667	36.98666667		2.254948456
gsm:model=openai_text-davinci-001,num_train_trials=3	0.6312106744	3.109746667	-2.478535992	355.15	37.6	37.6		0.6312106744
gsm:model=openai_text-curie-001,num_train_trials=3	0.263805004	0.3617266667	-0.09792166271	355.15	14.53333333	14.53333333		0.263805004
gsm:model=ai21_j1-jumbo,num_train_trials=3	4.668715009	5.991066667	-1.322351658	323.45	92.47666667	92.47666667		4.668715009
gsm:model=ai21_j1-grande,num_train_trials=3	3.114810532			323.45	85.16333333	85.16333333		3.114810532
gsm:model=ai21_j1-large,num_train_trials=3	2.260243704	2.391353333	-0.1311096298	323.45	99.18	99.18		2.260243704
babi_qa:task=1,model=openai_davinci	0.4106466667	0.1135217391	0.2971249275	232.5217391	1	1	0.652173913	0.4106466667
babi_qa:task=1,model=openai_curie	0.1408558825	0.02904347826	0.1118124042	232.5217391	1	1	0.652173913	0.1408558825
babi_qa:task=1,model=openai_text-davinci-002	0.3691262162	0.1135217391	0.2556044771	232.5217391	1	1	0.9130434783	0.3691262162
babi_qa:task=1,model=openai_text-davinci-001	0.1672649176	0.1135217391	0.05374317849	232.5217391	1	1	0.652173913	0.1672649176
babi_qa:task=1,model=openai_text-curie-001	0.1460839458	0.02904347826	0.1170404676	232.5217391	1	1	0.9130434783	0.1460839458
babi_qa:task=1,model=ai21_j1-jumbo	0.3626073443	0.09230434783	0.2703029965	177.5652174	1	1	1	0.3626073443
babi_qa:task=1,model=ai21_j1-grande	1.64072638			177.5652174	1	1	0.9130434783	1.64072638
babi_qa:task=1,model=ai21_j1-large	0.3170673225	0.0272173913	0.2898499312	177.5652174	1	1	0.8260869565	0.3170673225
babi_qa:task=2,model=openai_davinci	0.5139614395	0.2149130435	0.2990483961	559.2173913	1	1	0.2173913043	0.5139614395
babi_qa:task=2,model=openai_curie	0.1678669245	0.05343478261	0.1144321419	559.2173913	1	1	0.1304347826	0.1678669245
babi_qa:task=2,model=openai_text-davinci-002	0.344236716	0.2149130435	0.1293236725	559.2173913	1	1	0.5652173913	0.344236716
babi_qa:task=2,model=openai_text-davinci-001	0.1928562807	0.2149130435	-0.02205676278	559.2173913	1	1	0.4782608696	0.1928562807
babi_qa:task=2,model=openai_text-curie-001	0.1704442812	0.05343478261	0.1170094986	559.2173913	1	1	0.3043478261	0.1704442812
babi_qa:task=2,model=ai21_j1-jumbo	0.494530004	0.1553478261	0.3391821779	412.6086957	1	1	0.7826086957	0.494530004
babi_qa:task=2,model=ai21_j1-grande	1.254169661			412.6086957	1	1	0.2173913043	1.254169661
babi_qa:task=2,model=ai21_j1-large	0.4754367082	0.04391304348	0.4315236647	412.6086957	1	1	0.5217391304	0.4754367082
babi_qa:task=3,model=openai_davinci	0.4850786354	0.5795751359	-0.09449650045	1870.130435	1	1	0.1304347826	0.4850786354
babi_qa:task=3,model=openai_curie	0.2264340546	0.1670231658	0.05941088882	1870.130435	1	1	0.08695652174	0.2264340546
babi_qa:task=3,model=openai_text-davinci-002	0.4142991253	0.608086413	-0.1937872878	1974.565217	1	1	0.4347826087	0.4142991253
babi_qa:task=3,model=openai_text-davinci-001	0.213251373	0.5795751359	-0.3663237628	1870.130435	1	1	0.3043478261	0.213251373
babi_qa:task=3,model=openai_text-curie-001	0.1846808454	0.1670231658	0.01765767967	1870.130435	1	1	0.08695652174	0.1846808454
babi_qa:task=3,model=ai21_j1-jumbo	0.8424992976	0.4411304348	0.4013688628	1407.130435	1	1	0.347826087	0.8424992976
babi_qa:task=3,model=ai21_j1-grande	2.049026655			1407.130435	1	1	0.2608695652	2.049026655
babi_qa:task=3,model=ai21_j1-large	0.7044065517	0.1273913043	0.5770152473	1407.130435	1	1	0.2608695652	0.7044065517
babi_qa:task=4,model=openai_davinci	0.4250556179	0.109	0.3160556179	213	1	1	0.5652173913	0.4250556179
babi_qa:task=4,model=openai_curie	0.1327186149	0.028	0.1047186149	213	1	1	0.4782608696	0.1327186149
babi_qa:task=4,model=openai_text-davinci-002	0.2701714661	0.109	0.1611714661	213	1	1	0.5652173913	0.2701714661
babi_qa:task=4,model=openai_text-davinci-001	0.1619470119	0.109	0.05294701195	213	1	1	0.652173913	0.1619470119
babi_qa:task=4,model=openai_text-curie-001	0.1491479563	0.028	0.1211479563	213	1	1	0.5652173913	0.1491479563
babi_qa:task=4,model=ai21_j1-jumbo	0.5937415206	0.091	0.5027415206	155.2173913	1	1	0.6956521739	0.5937415206
babi_qa:task=4,model=ai21_j1-grande	1.585844817			155.2173913	1	1	0.6956521739	1.585844817
babi_qa:task=4,model=ai21_j1-large	0.3174864935	0.027	0.2904864935	155.2173913	1	1	0.7391304348	0.3174864935
babi_qa:task=5,model=openai_davinci	0.4159222167	0.3197826087	0.09613960805	940.9130435	1	1	0.8695652174	0.4159222167
babi_qa:task=5,model=openai_curie	0.150576322	0.08717391304	0.06340240893	940.9130435	1	1	0.7826086957	0.150576322
babi_qa:task=5,model=openai_text-davinci-002	0.3106369869	0.3197826087	-0.009145621839	940.9130435	1	1	0.9130434783	0.3106369869
babi_qa:task=5,model=openai_text-davinci-001	0.1569625502	0.3197826087	-0.1628200585	940.9130435	1	1	0.8260869565	0.1569625502
babi_qa:task=5,model=openai_text-curie-001	0.1402131164	0.08717391304	0.05303920331	940.9130435	1	1	0.7826086957	0.1402131164
babi_qa:task=5,model=ai21_j1-jumbo	0.697970722	0.2497826087	0.4481881133	737.173913	1	1	0.9130434783	0.697970722
babi_qa:task=5,model=ai21_j1-grande	2.436076631			737.173913	1	1	0.9565217391	2.436076631
babi_qa:task=5,model=ai21_j1-large	0.5330142664	0.06952173913	0.4634925273	737.173913	1	1	0.9130434783	0.5330142664
babi_qa:task=6,model=openai_davinci	0.2972937563	0.1755217391	0.1217720172	428.2173913	1	1	0.6956521739	0.2972937563
babi_qa:task=6,model=openai_curie	0.1612843949	0.046	0.1152843949	428.2173913	1	1	0.6086956522	0.1612843949
babi_qa:task=6,model=openai_text-davinci-002	0.3292138058	0.1755217391	0.1536920667	428.2173913	1	1	1	0.3292138058
babi_qa:task=6,model=openai_text-davinci-001	0.1653907714	0.1755217391	-0.01013096776	428.2173913	1	1	0.8695652174	0.1653907714
babi_qa:task=6,model=openai_text-curie-001	0.1564936431	0.046	0.1104936431	428.2173913	1	1	0.652173913	0.1564936431
babi_qa:task=6,model=ai21_j1-jumbo	0.6800158542	0.1369565217	0.5430593325	332.4782609	1	1	0.8695652174	0.6800158542
babi_qa:task=6,model=ai21_j1-grande	1.504680623			332.4782609	1	1	0.7826086957	1.504680623
babi_qa:task=6,model=ai21_j1-large	0.3680488856	0.03513043478	0.3329184508	332.4782609	1	1	0.8695652174	0.3680488856
babi_qa:task=7,model=openai_davinci	0.3454099945	0.2084782609	0.1369317337	543.6086957	1	1	0.6956521739	0.3454099945
babi_qa:task=7,model=openai_curie	0.1649834488	0.0517826087	0.1132008401	543.6086957	1	1	0.3043478261	0.1649834488
babi_qa:task=7,model=openai_text-davinci-002	0.3430568343	0.2084782609	0.1345785734	543.6086957	1	1	0.9565217391	0.3430568343
babi_qa:task=7,model=openai_text-davinci-001	0.1688777467	0.2084782609	-0.03960051412	543.6086957	1	1	0.1304347826	0.1688777467
